Name,ID,Country,Website,Groups,Aggregated subsidiaries,Region,Stage,Sector,Description,Description source,Description link,Description date,Publications: AI publications,Publications: Recent AI publication growth,Publications: AI publication percentage,Publications: AI publications in top conferences,Publications: Citations to AI research,Publications: CV publications,Publications: NLP publications,Publications: Robotics publications,Publications: Total publications,Patents: AI patents,Patents: AI patents: recent growth,Patents: AI patent percentage,Patents: Granted AI patents,Patents: Total patents,Patents: AI use cases: Agriculture,Patents: AI use cases: Banking and finance,Patents: AI use cases: Business,Patents: AI use cases: Computing in government,Patents: AI use cases: Document management and publishing,Patents: AI use cases: Education,Patents: AI use cases: Energy,Patents: AI use cases: Entertainment,Patents: AI use cases: Industry and manufacturing,Patents: AI use cases: Life sciences,Patents: AI use cases: Military,Patents: AI use cases: Nanotechnology,Patents: AI use cases: Networking,Patents: AI use cases: Personal devices and computing,Patents: AI use cases: Physical sciences and engineering,Patents: AI use cases: Security,Patents: AI use cases: Semiconductors,Patents: AI use cases: Telecommunications,Patents: AI use cases: Transportation,Patents: AI applications and techniques: Analytics and algorithms,Patents: AI applications and techniques: Computer vision,Patents: AI applications and techniques: Control,Patents: AI applications and techniques: Distributed AI,Patents: AI applications and techniques: Knowledge representation,Patents: AI applications and techniques: Language processing,Patents: AI applications and techniques: Measuring and testing,Patents: AI applications and techniques: Planning and scheduling,Patents: AI applications and techniques: Robotics,Patents: AI applications and techniques: Speech processing,Workforce: AI workers,Workforce: Tech Team 1 workers,City,State/province,PARAT link
Delta Air Lines,1981,United States,https://www.delta.com/,S&P 500,,North America,Mature,Transportation,"Delta Air Lines is a global airline with a focus on safety, innovation, reliability, and customer experience.",crunchbase,https:// https://www.crunchbase.com/organization/delta-air-lines,2024-05-16,40,43.333333333333336,2.2,7,812,16,2,2,1806,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,2545,Atlanta,Georgia,https://parat.eto.tech/company/1981-delta-air-lines
Chevron,1617,United States,http://www.chevron.com,S&P 500,,North America,Mature,Energy - Fossil Fuels,"Chevron Corporation is an integrated energy and technology company that believes affordable, reliable, and ever-cleaner energy.",crunchbase,https://www.crunchbase.com/organization/chevron,2024-05-16,40,244.44444444444443,1.1,0,356,3,0,8,3491,79,63.888888888888886,5.6,25,1418,2,1,6,0,0,0,0,0,1,3,0,0,0,32,30,0,0,2,0,11,9,7,0,6,0,47,6,0,0,387,2533,San Ramon,California,https://parat.eto.tech/company/1617-chevron
Truist Financial,2514,United States,https://www.truist.com/,S&P 500,,North America,Mature,Banking & Investment Services,Truist is the sixth-largest commercial bank in the U.S.,crunchbase,https://www.crunchbase.com/organization/truist-financial,2024-05-16,0,,0.0,0,0,0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,410,2518,Charlotte,North Carolina,https://parat.eto.tech/company/2514-truist-financial
Travelers Companies,2111,United States,https://www.travelers.com/,S&P 500,,North America,Mature,Insurance,"Travelers Insurance is an insurance company, committed to keeping pace with the ever-changing needs of its customers.",crunchbase,https:// https://www.crunchbase.com/organization/travelers-insur,2024-05-16,0,,0.0,0,0,0,0,0,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,573,2516,New York,New York,https://parat.eto.tech/company/2111-travelers-companies
Jacobs Engineering Group,2376,United States,http://www.jacobs.com/,S&P 500,,North America,Mature,Industrial & Commercial Services,"Jacobs leads the global professional services sector delivering solutions for a more connected, sustainable world.",crunchbase,https://www.crunchbase.com/organization/jacobs,2024-05-16,122,24.580896686159843,2.3,4,2364,35,7,51,5417,1,,1.5,0,67,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,2514,Dallas,Texas,https://parat.eto.tech/company/2376-jacobs-engineering-group
Airbnb,314,United States,http://airbnb.com,S&P 500,,North America,Mature,Software & IT Services,"Airbnb is an online community marketplace for people to list, discover, and book accommodations through mobile phones or the internet.",crunchbase,https://www.crunchbase.com/organization/airbnb,2024-05-16,23,-27.777777777777782,22.8,19,601,2,3,0,101,56,5.5555555555555545,12.3,44,457,0,1,30,0,0,2,0,0,1,1,0,0,3,40,0,2,0,15,1,1,5,1,0,4,5,0,22,0,1,410,2499,San Francisco,California,https://parat.eto.tech/company/314-airbnb
Fedex,1891,United States,http://www.fedex.com/,S&P 500,,North America,Mature,Transportation,"FedEx provides customers and businesses worldwide with a broad portfolio of transportation, e-commerce, and business services.",crunchbase,https://www.crunchbase.com/organization/fedex,2024-05-16,5,,3.3,0,159,1,0,0,150,7,-87.5,9.5,5,74,0,2,5,0,0,0,2,0,3,2,0,0,0,4,0,3,0,3,5,0,2,4,0,0,0,4,5,0,0,399,2479,Memphis,Tennessee,https://parat.eto.tech/company/1891-fedex
softbank group,5913,,,,Arm,,Unknown,Unknown,,,,,41,63.888888888888886,8.5,3,816,11,0,3,480,211,26.3003663003663,9.3,124,2272,0,1,1,0,0,0,1,1,0,1,0,0,0,144,1,7,0,30,6,7,46,14,1,8,0,4,1,0,3,58,2476,,,https://parat.eto.tech/company/5913-softbank-group
Pfizer,1928,United States,https://www.pfizer.com/,S&P 500,,North America,Mature,Pharmaceuticals & Medical Research,"Pfizer is a biopharmaceutical company that provides affordable access to safe, effective medicines and health care services.",crunchbase,https:// https://www.crunchbase.com/organization/pfizer,2024-05-16,126,-10.073260073260073,0.6,2,3480,18,11,6,22285,13,-50.0,0.9,1,1377,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,0,0,0,2,685,2418,New York,New York,https://parat.eto.tech/company/1928-pfizer
Garmin,2335,United States,http://www.garmin.com/,S&P 500,,North America,Mature,Technology Equipment,"Garmin manufactures marine, aviation, and consumer technologies suitable to run on global positioning systems.",crunchbase,https://www.crunchbase.com/organization/garmin,2024-05-16,2,-50.0,5.6,0,11,0,0,1,36,9,-25.0,2.2,6,416,0,0,0,0,0,0,0,1,0,8,0,0,0,1,0,1,0,0,1,8,1,1,0,0,0,0,0,0,0,32,2408,Olathe,Kansas,https://parat.eto.tech/company/2335-garmin
Chubb,2084,Switzerland,https://www.chubb.com/,S&P 500,,Europe,Mature,Insurance,"Chubb is a mortgage firm that offers risk management, property, health, personal, business, health, home, and life insurance.",crunchbase,https:// https://www.crunchbase.com/organization/chubb-corporation,2024-05-16,0,,0.0,0,0,0,0,0,4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,2385,Zürich,Zürich,https://parat.eto.tech/company/2084-chubb
American Airlines Group,1978,United States,https://www.aa.com/,S&P 500,,North America,Mature,Mineral Resources,"American Airlines is an airline company that operates a diverse fleet of aircraft, including narrow-body and wide-body jets.",crunchbase,https://www.crunchbase.com/organization/american-airli,2024-05-16,1,,1.2,0,0,0,0,1,86,3,-100.0,8.3,3,36,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,3,0,0,253,2374,Fort Worth,Texas,https://parat.eto.tech/company/1978-american-airlines-group
Databricks,410,United States,https://databricks.com,,,North America,Mature,Software & IT Services,Databricks is an AI cloud data platform that interacts with corporate information stored in the public cloud.,crunchbase,https://www.crunchbase.com/organization/databricks,2024-05-16,11,100.0,15.3,1,654,1,1,0,72,7,-100.0,20.0,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,256,2362,San Francisco,California,https://parat.eto.tech/company/410-databricks
Applied Materials,335,United States,http://appliedmaterials.com/,S&P 500,,North America,Mature,Technology Equipment,Applied Materials is a semiconductor and display equipment company that offers materials engineering solutions.,crunchbase,https://www.crunchbase.com/organization/applied-materials,2024-05-16,28,-25.0,1.8,1,366,11,0,5,1594,315,122.61904761904763,3.5,111,8875,0,1,6,0,0,0,3,0,58,7,0,0,0,121,53,0,151,17,0,32,87,103,0,13,0,90,6,0,0,220,2355,Santa Clara,California,https://parat.eto.tech/company/335-applied-materials
3M,298,United States,https://www.3m.com,S&P 500,,North America,Mature,Consumer Goods Conglomerates,3M operates as a diversified technology company.,crunchbase,https://www.crunchbase.com/organization/3m,2024-05-16,36,38.888888888888886,1.2,1,346,10,6,3,3075,100,73.01587301587303,1.1,25,8763,0,4,18,0,0,2,3,0,14,49,0,0,0,33,8,9,2,8,6,12,27,14,1,4,3,12,16,0,5,345,2342,Saint Paul,Minnesota,https://parat.eto.tech/company/298-3m
Snap,694,United States,https://www.snap.com,,,North America,Mature,Software & IT Services,"Snap is a technology company that offers the products Snapchat, Spectacles, and Bitmoji.",crunchbase,https://www.crunchbase.com/organization/snapchat,2024-05-16,237,-1.7100518368266846,59.7,117,20563,152,25,2,397,294,18.852115626309175,13.4,158,2191,0,0,28,0,0,3,0,11,2,4,0,0,28,155,0,4,0,103,3,6,190,4,0,11,1,3,9,0,24,369,2328,Santa Monica,California,https://parat.eto.tech/company/694-snap
FactSet,6956,United States,https://www.factset.com/,S&P 500,,North America,Mature,Unknown,"FactSet Research Systems Inc., trading as FactSet, is an American financial data and software company headquartered in Norwalk, Connecticut, United States. The company provides integrated data and software. For fiscal year 2023, FactSet's total ASV and professional services revenues were $2.09 billion. FactSet's total market value is approximately $15 billion.",wikipedia,https://en.wikipedia.org/wiki/FactSet,2024-06-04,2,-100.0,5.0,0,31,2,0,0,40,1,,50.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,2319,Norwalk,Connecticut,https://parat.eto.tech/company/6956-factset
Splunk,237,United States,https://www.splunk.com,,,North America,Mature,Software & IT Services,"Splunk is a software company that provides operational intelligence software that monitors, reports, and analyzes real-time machine data.",crunchbase,https://www.crunchbase.com/organization/splunk,2024-05-16,12,-100.0,35.3,2,191,0,2,0,34,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,2293,San Francisco,California,https://parat.eto.tech/company/237-splunk
Trimble,6983,United States,https://www.trimble.com/en,S&P 500,,North America,Mature,Unknown,"Trimble Inc. is an American software, hardware, and services technology company. Trimble supports global industries in building & construction, agriculture, geospatial, natural resources and utilities, governments, transportation and others. Trimble also does hardware development of global navigation satellite system (GNSS) receivers, scanners, total stations, laser rangefinders, unmanned aerial vehicles (UAVs), inertial navigation systems and software processing tools.",wikipedia,https://en.wikipedia.org/wiki/Trimble_Inc.,2024-06-04,16,16.666666666666668,6.3,0,237,4,0,8,252,19,50.0,4.7,11,407,4,0,2,0,0,0,0,0,1,0,0,0,0,8,4,0,0,5,5,3,7,6,0,0,0,9,2,0,0,78,2238,Westminster,Colorado,https://parat.eto.tech/company/6983-trimble
JD.com,133,China,http://corporate.jd.com/,"Global Big Tech, GenAI Contenders",Jingdong AI,Asia,Mature,Retailers,JD.com is an internet company and online consumer electronics retailer in China.,crunchbase,https://www.crunchbase.com/organization/jd-com,2024-05-16,1034,52.32082825611642,53.3,331,30567,499,156,48,1941,385,-2.295927118403192,15.1,167,2556,4,5,99,2,0,1,1,0,19,3,0,0,0,183,0,8,0,19,27,7,86,24,0,13,1,16,50,1,9,430,2198,Beijing,Beijing ,https://parat.eto.tech/company/133-jd-com
United Airlines,2009,United States,https://ir.united.com/,S&P 500,,North America,Mature,Transportation,"United Airlines and United Express operate approximately 5,000 flights each day to more than 370 destinations throughout the world.",crunchbase,https:// https://www.crunchbase.com/organization/united-airlines,2024-05-16,0,,0.0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,312,2193,Chicago,Illinois,https://parat.eto.tech/company/2009-united-airlines
Willis Towers Watson,2545,United Kingdom,https://www.wtwco.com/,S&P 500,,Europe,Mature,Insurance,Willis Towers Watson is a global advisory and solutions company that helps clients around the world turn risk into a path for growth.,crunchbase,https://www.crunchbase.com/organization/willis-towers-watson,2024-05-16,2,,2.1,0,36,2,0,0,96,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,2182,London,London,https://parat.eto.tech/company/2545-willis-towers-watson
Gartner,2336,United States,https://www.gartner.com/,S&P 500,,North America,Mature,Software & IT Services,"Gartner provides fact-based consulting services, helping clients use and manage IT to enhance business performance.",crunchbase,https://www.crunchbase.com/organization/gartner,2024-05-16,4,0.0,2.0,0,34,0,0,1,201,1,,20.0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,522,2171,Stamford,Connecticut,https://parat.eto.tech/company/2336-gartner
PTC,6977,United States,https://www.ptc.com/en,S&P 500,,North America,Mature,Unknown,"PTC Inc. (formerly Parametric Technology Corporation) is a computer software and services company founded in 1985 and headquartered in Boston, Massachusetts. The company was a pioneer in parametric, associative feature-based, solid computer-aided design (CAD) modeling software in 1988, including an Internet-based product for Product Lifecycle Management (PLM) in 1998. PTC (NASDAQ: PTC) markets products and services and an Internet of Things (IoT) and augmented reality (AR) platform for partners and developers.",wikipedia,https://en.wikipedia.org/wiki/PTC_(software_company),2024-06-04,17,66.66666666666667,18.7,0,199,4,0,11,91,9,-50.0,14.8,3,61,0,0,2,0,0,0,0,0,0,1,0,0,0,7,0,1,0,1,0,0,2,1,0,2,0,1,1,0,0,49,2165,Boston,Massachusetts,https://parat.eto.tech/company/6977-ptc
Lowe's,1876,United States,https://www.lowes.com/,S&P 500,,North America,Mature,Retailers,"Lowe’s provides the skills you need to manage your home, and offer the best customer services.",crunchbase,https://www.crunchbase.com/organization/lowes,2024-05-16,1,,14.3,5,0,0,1,0,7,2,-50.0,4.3,2,46,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,247,2104,Mooresville,North Carolina,https://parat.eto.tech/company/1876-lowes
Xerox,787,United States,https://www.xerox.com/,,,North America,Mature,Software & IT Services,"Xerox is a document management technology and services enterprise, producing printing and publishing systems, copiers and fax machines.",crunchbase,https://www.crunchbase.com/organization/xerox,2024-05-16,233,-31.11111111111111,27.7,62,20787,74,98,1,840,240,-18.676498939656835,11.1,153,2157,2,1,37,1,2,5,4,0,15,29,0,2,8,126,5,7,1,43,12,40,67,29,0,36,16,26,24,0,10,92,2031,Norwalk,Connecticut,https://parat.eto.tech/company/787-xerox
Ameriprise Financial,2212,United States,https://www.ameriprise.com/,S&P 500,H&R Block,North America,Mature,Banking & Investment Services,"Ameriprise Financial is a financial services company that provides financial planning, products, and services.",crunchbase,https://www.crunchbase.com/organization/ameriprise-financial,2024-05-16,4,-100.0,30.8,0,18,0,2,0,13,0,,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,2025,Minneapolis,Minnesota,https://parat.eto.tech/company/2212-ameriprise-financial
Baker Hughes,1564,United States,http://www.bakerhughes.com,S&P 500,,North America,Mature,Industrial & Commercial Services,Baker Hughes is an energy technology company that provides solutions for energy and industrial customers worldwide.,crunchbase,https://www.crunchbase.com/organization/baker-hughes,2024-05-16,59,163.88888888888889,1.6,0,323,5,0,10,3760,97,68.51851851851852,1.9,40,5183,2,0,12,1,0,1,2,0,18,4,0,0,0,39,45,4,0,6,1,11,17,32,0,5,2,31,11,0,0,298,2008,Houston,Texas,https://parat.eto.tech/company/1564-baker-hughes
Eli Lilly And Company,434,United States,http://www.lilly.com/,S&P 500,,North America,Mature,Pharmaceuticals & Medical Research,"Eli Lilly engages in the discovery, development, manufacture, and sale of products in pharmaceutical products business segment.",crunchbase,https://www.crunchbase.com/organization/eli-lilly,2024-05-16,93,59.77272727272727,0.7,3,1107,21,2,4,13552,6,,0.6,1,974,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,2,0,0,0,586,2007,Indianapolis,Indiana,https://parat.eto.tech/company/434-eli-lilly-and-company
Warner Bros. Discovery,3162,United States,https://wbd.com/,S&P 500,,North America,Mature,Cyclical Consumer Services,Warner Bros. Discovery is an media conglomerate formed from the 2022 merger of WarnerMedia and Discovery.,crunchbase,https://www.crunchbase.com/organization/discovery-inc,2024-05-16,3,,2.8,1,26,1,0,0,106,9,-16.666666666666668,22.5,7,40,0,0,2,0,0,2,0,3,1,2,0,0,1,5,0,0,0,6,0,3,2,0,0,1,0,0,1,0,1,252,1982,New York,New York,https://parat.eto.tech/company/3162-warner-bros-discovery
ZTE,289,China,http://zte.com.cn,,,Asia,Mature,Technology Equipment,ZTE provides telecommunications equipment and network solutions.,crunchbase,https://www.crunchbase.com/organization/zte-corporation,2024-05-16,144,51.1437908496732,7.2,8,1588,72,13,9,2013,459,53.527189396754615,1.5,75,30324,0,0,25,2,0,4,5,0,4,2,0,0,0,192,4,17,0,201,9,61,73,5,0,9,2,12,22,0,5,37,1975,Shenzhen,Guangdong,https://parat.eto.tech/company/289-zte
Sanofi,989,France,https://www.sanofi.com/,,,Europe,Mature,Pharmaceuticals & Medical Research,Sanofi is a healthcare company that provides treatments and the protection of life-saving vaccines.,crunchbase,https://www.crunchbase.com/organization/sanofi,2024-05-16,69,310.0,0.5,0,1325,8,5,3,13893,26,150.0,1.0,6,2571,0,0,0,0,0,0,0,0,0,21,0,0,0,7,2,0,0,0,0,3,4,0,0,1,0,3,0,0,0,613,1967,Paris,Île-De-France,https://parat.eto.tech/company/989-sanofi
Dominion Energy,2290,United States,https://www.dominionenergy.com/,S&P 500,,North America,Mature,Utilities,Dominion is an electric power and natural gas company.,crunchbase,https://www.crunchbase.com/organization/dominion-resources-inc,2024-05-16,0,,0.0,0,0,0,0,0,4,1,,33.3,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,116,1958,Richmond,Virginia,https://parat.eto.tech/company/2290-dominion-energy
Keysight Technologies,2383,United States,https://www.keysight.com/,S&P 500,,North America,Mature,Technology Equipment,Keysight Technologies is an electronic measurement company.,crunchbase,https://www.crunchbase.com/organization/keysight-technologies,2024-05-16,23,16.666666666666668,2.9,0,236,8,0,3,782,11,-16.666666666666668,1.6,10,689,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,4,1,1,0,2,0,1,0,0,0,55,1952,Santa Rosa,California,https://parat.eto.tech/company/2383-keysight-technologies
KPMG,539,United States,http://www.kpmg.com/,,,North America,Mature,Industrial & Commercial Services,"KPMG is a network of independent member firms offering audit, tax, and advisory services.",crunchbase,https://www.crunchbase.com/organization/kpmg,2024-05-16,45,81.74603174603173,4.1,1,388,6,4,2,1096,30,-62.5,33.0,14,91,0,5,9,1,0,0,0,0,0,2,0,0,0,20,0,5,0,6,0,0,2,0,0,6,1,0,9,0,0,383,1941,Montvale,New Jersey,https://parat.eto.tech/company/539-kpmg
Eaton Corporation,427,Ireland,http://www.eaton.com,S&P 500,,Europe,Mature,Industrial Goods,"Eaton Corporation is a diversified power management company for electrical, hydraulic, and mechanical applications.",crunchbase,https://www.crunchbase.com/organization/eaton,2024-05-16,27,183.33333333333334,1.7,2,310,3,1,5,1631,28,100.0,0.7,3,4252,0,0,1,0,0,0,2,1,2,3,0,0,0,9,1,0,0,1,3,2,1,4,0,7,0,5,1,0,0,190,1917,Dublin,Dublin,https://parat.eto.tech/company/427-eaton-corporation
Boston Consulting Group,718,United States,https://www.bcg.com/,,,North America,Mature,Industrial & Commercial Services,The Boston Consulting Group is a global management consulting firm and an advisor on business strategy.,crunchbase,https://www.crunchbase.com/organization/boston-consulting-group,2024-05-16,29,143.33333333333334,7.7,1,416,2,1,4,377,20,116.66666666666667,52.6,9,38,2,2,18,0,0,0,0,0,3,0,0,0,0,12,0,0,0,1,0,1,0,0,0,0,0,0,10,0,0,814,1908,Boston,Massachusetts,https://parat.eto.tech/company/718-boston-consulting-group
Best Buy,1995,United States,https://www.bestbuy.com/,S&P 500,,North America,Mature,Retailers,Best Buy is a multinational retailer of technology and entertainment products and services offering consumer electronics and more.,crunchbase,https:// https://www.crunchbase.com/organization/bestbuy,2024-05-16,0,,0.0,0,0,0,0,0,6,5,-100.0,4.2,3,120,0,0,3,0,0,0,0,0,0,2,0,0,1,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,195,1892,Richfield,Minnesota,https://parat.eto.tech/company/1995-best-buy
